iter	Passed	Remaining
1681	11198	2117
1682	11204	2110
1683	11211	2103
1684	11217	2097
1685	11224	2090
1686	11230	2083
1687	11236	2076
1688	11242	2070
1689	11249	2063
1690	11255	2056
1691	11262	2050
1692	11268	2043
1693	11274	2036
1694	11280	2029
1695	11286	2023
1696	11293	2016
1697	11300	2009
1698	11306	2003
1699	11313	1996
1700	11319	1989
1701	11326	1983
1702	11332	1976
1703	11339	1969
1704	11345	1963
1705	11352	1956
1706	11359	1949
1707	11365	1943
1708	11371	1936
1709	11378	1929
1710	11384	1922
1711	11390	1916
1712	11397	1909
1713	11403	1902
1714	11409	1896
1715	11416	1889
1716	11422	1882
1717	11430	1876
1718	11436	1869
1719	11442	1862
1720	11449	1856
1721	11456	1849
1722	11462	1842
1723	11469	1836
1724	11476	1829
1725	11482	1822
1726	11489	1816
1727	11496	1809
1728	11502	1802
1729	11509	1796
1730	11515	1789
1731	11522	1782
1732	11528	1776
1733	11534	1769
1734	11540	1762
1735	11547	1756
1736	11554	1749
1737	11560	1742
1738	11567	1736
1739	11573	1729
1740	11579	1722
1741	11586	1715
1742	11593	1709
1743	11599	1702
1744	11606	1696
1745	11613	1689
1746	11619	1682
1747	11625	1676
1748	11631	1669
1749	11637	1662
1750	11645	1656
1751	11652	1649
1752	11658	1642
1753	11664	1635
1754	11671	1629
1755	11677	1622
1756	11684	1615
1757	11690	1609
1758	11696	1602
1759	11703	1595
1760	11709	1589
1761	11716	1582
1762	11723	1575
1763	11729	1569
1764	11736	1562
1765	11742	1555
1766	11748	1549
1767	11755	1542
1768	11761	1535
1769	11768	1529
1770	11776	1522
1771	11783	1516
1772	11790	1509
1773	11796	1502
1774	11803	1496
1775	11810	1489
1776	11820	1483
1777	11827	1476
1778	11834	1470
1779	11840	1463
1780	11848	1456
1781	11854	1450
1782	11860	1443
1783	11866	1436
1784	11873	1430
1785	11880	1423
1786	11886	1416
1787	11892	1410
1788	11898	1403
1789	11905	1396
1790	11911	1389
1791	11917	1383
1792	11924	1376
1793	11930	1369
1794	11936	1363
1795	11942	1356
1796	11949	1349
1797	11955	1343
1798	11962	1336
1799	11969	1329
1800	11976	1323
1801	11983	1316
1802	11989	1310
1803	11996	1303
1804	12002	1296
1805	12008	1289
1806	12014	1283
1807	12020	1276
1808	12026	1269
1809	12033	1263
1810	12039	1256
1811	12045	1249
1812	12051	1243
1813	12058	1236
1814	12064	1229
1815	12071	1223
1816	12078	1216
1817	12086	1209
1818	12093	1203
1819	12100	1196
1820	12106	1190
1821	12114	1183
1822	12121	1176
1823	12128	1170
1824	12135	1163
1825	12142	1157
1826	12148	1150
1827	12155	1143
1828	12161	1137
1829	12168	1130
1830	12175	1123
1831	12183	1117
1832	12190	1110
1833	12197	1104
1834	12204	1097
1835	12210	1090
1836	12217	1084
1837	12224	1077
1838	12230	1070
1839	12237	1064
1840	12244	1057
1841	12250	1050
1842	12257	1044
1843	12264	1037
1844	12271	1030
1845	12278	1024
1846	12284	1017
1847	12291	1010
1848	12297	1004
1849	12305	997
1850	12312	991
1851	12319	984
1852	12327	977
1853	12333	971
1854	12341	964
1855	12348	958
1856	12355	951
1857	12361	944
1858	12368	938
1859	12376	931
1860	12382	924
1861	12388	918
1862	12395	911
1863	12402	904
1864	12409	898
1865	12416	891
1866	12423	884
1867	12431	878
1868	12437	871
1869	12444	865
1870	12450	858
1871	12457	851
1872	12464	845
1873	12470	838
1874	12476	831
1875	12482	825
1876	12488	818
1877	12495	811
1878	12502	805
1879	12508	798
1880	12515	791
1881	12521	785
1882	12528	778
1883	12534	771
1884	12541	765
1885	12547	758
1886	12554	751
1887	12561	745
1888	12567	738
1889	12573	731
1890	12580	725
1891	12586	718
1892	12593	711
1893	12599	705
1894	12606	698
1895	12613	691
1896	12619	685
1897	12626	678
1898	12632	671
1899	12638	665
1900	12645	658
1901	12652	651
1902	12658	645
1903	12665	638
1904	12671	631
1905	12677	625
1906	12684	618
1907	12691	611
1908	12697	605
1909	12704	598
1910	12711	591
1911	12717	585
1912	12723	578
1913	12730	571
1914	12736	565
1915	12742	558
1916	12749	551
1917	12755	545
1918	12761	538
1919	12768	532
1920	12775	525
1921	12782	518
1922	12789	512
1923	12796	505
1924	12803	498
1925	12810	492
1926	12817	485
1927	12825	478
1928	12832	472
1929	12838	465
1930	12844	458
1931	12851	452
1932	12857	445
1933	12864	439
1934	12871	432
1935	12877	425
1936	12884	419
1937	12890	412
1938	12897	405
1939	12903	399
1940	12909	392
1941	12915	385
1942	12921	379
1943	12928	372
1944	12935	365
1945	12941	359
1946	12948	352
1947	12954	345
1948	12960	339
1949	12967	332
1950	12974	325
1951	12980	319
1952	12986	312
1953	12993	305
1954	12999	299
1955	13006	292
1956	13012	285
1957	13018	279
1958	13024	272
1959	13031	265
1960	13039	259
1961	13045	252
1962	13051	246
1963	13057	239
1964	13064	232
1965	13070	226
1966	13076	219
1967	13083	212
1968	13089	206
1969	13095	199
1970	13101	192
1971	13108	186
1972	13114	179
1973	13122	172
1974	13129	166
1975	13135	159
1976	13141	152
1977	13147	146
1978	13154	139
1979	13161	132
1980	13168	126
1981	13174	119
1982	13181	113
1983	13189	106
1984	13195	99
1985	13201	93
1986	13210	86
1987	13217	79
1988	13225	73
1989	13231	66
1990	13238	59
1991	13245	53
1992	13252	46
1993	13258	39
1994	13265	33
1995	13272	26
1996	13279	19
1997	13286	13
1998	13293	6
1999	13302	0
